sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
305,1999-07-07-0508,"Alors que la métropole [ compte ] 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , [ confirment ] les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",4,37,compte,confirment,5,5,1,AFTER
306,1999-07-07-0508,"Alors que la métropole [ compte ] 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances [ observées ] depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",4,40,compte,observées,5,5,1,BEFORE
307,1999-07-07-0508,"Alors que la métropole [ compte ] 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , [ connaît ] une nouvelle accélération .",4,52,compte,connaît,5,5,1,BEFORE
308,1999-07-07-0508,"Alors que la métropole [ compte ] 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,4,5,compte,habitent,5,6,0,BEFORE
309,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , [ confirment ] les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances [ observées ] depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",37,40,confirment,observées,5,5,1,EQUAL
310,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , [ confirment ] les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , [ connaît ] une nouvelle accélération .",37,52,confirment,connaît,5,5,1,BEFORE
311,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , [ confirment ] les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,37,5,confirment,habitent,5,6,0,EQUAL
312,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances [ observées ] depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .","Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , [ connaît ] une nouvelle accélération .",40,52,observées,connaît,5,5,1,BEFORE
313,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances [ observées ] depuis vingt ans : l' urbanisation , loin de ralentir , connaît une nouvelle accélération .",Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,40,5,observées,habitent,5,6,0,AFTER
314,1999-07-07-0508,"Alors que la métropole compte 58.416.500 habitants et les quatre départements d'outre - mer 1.665.500 , les premiers résultats du recensement de mars - avril , qui devraient être affinés d' ici la fin de l'année , confirment les tendances observées depuis vingt ans : l' urbanisation , loin de ralentir , [ connaît ] une nouvelle accélération .",Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,52,5,connaît,habitent,5,6,0,BEFORE
315,1999-07-07-0508,Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,"Après avoir [ connu ] une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes renouent désormais avec la croissance .",5,2,habitent,connu,6,7,0,AFTER
316,1999-07-07-0508,Environ 80 % des Français [ habitent ] désormais dans une zone urbaine ou péri - urbaine et les grandes villes de plus de 100.000 habitants sont les principales bénéficiaires de la croissance démographique .,"Après avoir connu une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes [ renouent ] désormais avec la croissance .",5,19,habitent,renouent,6,7,0,BEFORE
317,1999-07-07-0508,"Après avoir [ connu ] une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes renouent désormais avec la croissance .","Après avoir connu une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes [ renouent ] désormais avec la croissance .",2,19,connu,renouent,7,7,1,AFTER
318,1999-07-07-0508,"Après avoir [ connu ] une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes renouent désormais avec la croissance .","Et , pour certaines , de façon spectaculaire : la population de Nantes a [ augmenté ] de 10 % entre 1990 et 1999 .",2,14,connu,augmenté,7,8,0,BEFORE
319,1999-07-07-0508,"Après avoir connu une baisse globale de leur population entre 1982 et 1990 , la plupart de ces villes [ renouent ] désormais avec la croissance .","Et , pour certaines , de façon spectaculaire : la population de Nantes a [ augmenté ] de 10 % entre 1990 et 1999 .",19,14,renouent,augmenté,7,8,0,AFTER
320,1999-07-07-0508,"Et , pour certaines , de façon spectaculaire : la population de Nantes a [ augmenté ] de 10 % entre 1990 et 1999 .","Toulouse , Montpellier , Aix - en - Provence , Lyon , Orléans et Angers [ connaissent ] également des taux de croissance supérieurs à 0,7 % par an .",14,15,augmenté,connaissent,8,9,0,BEFORE
321,1999-07-07-0508,"Toulouse , Montpellier , Aix - en - Provence , Lyon , Orléans et Angers [ connaissent ] également des taux de croissance supérieurs à 0,7 % par an .","Seules exceptions notables : Paris , Marseille et Nice , do nt les populations [ stagnent ] ou diminuent par rapport au dernier recensement .",15,14,connaissent,stagnent,9,10,0,VAGUE
322,1999-07-07-0508,"Toulouse , Montpellier , Aix - en - Provence , Lyon , Orléans et Angers [ connaissent ] également des taux de croissance supérieurs à 0,7 % par an .","Seules exceptions notables : Paris , Marseille et Nice , do nt les populations stagnent ou [ diminuent ] par rapport au dernier recensement .",15,16,connaissent,diminuent,9,10,0,BEFORE
323,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations [ stagnent ] ou diminuent par rapport au dernier recensement .","Seules exceptions notables : Paris , Marseille et Nice , do nt les populations stagnent ou [ diminuent ] par rapport au dernier recensement .",14,16,stagnent,diminuent,10,10,1,AFTER
324,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations [ stagnent ] ou diminuent par rapport au dernier recensement .","L'environnement immédiat des grands centres urbains [ bénéficie ] logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .",14,6,stagnent,bénéficie,10,11,0,BEFORE
325,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations [ stagnent ] ou diminuent par rapport au dernier recensement .","L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .",14,28,stagnent,progresse,10,11,0,AFTER
326,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations [ stagnent ] ou diminuent par rapport au dernier recensement .","L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui [ absorbent ] l'essentiel de la croissance .",14,55,stagnent,absorbent,10,11,0,BEFORE
327,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations stagnent ou [ diminuent ] par rapport au dernier recensement .","L'environnement immédiat des grands centres urbains [ bénéficie ] logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants progresse plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .",16,6,diminuent,bénéficie,10,11,0,EQUAL
328,1999-07-07-0508,"Seules exceptions notables : Paris , Marseille et Nice , do nt les populations stagnent ou [ diminuent ] par rapport au dernier recensement .","L'environnement immédiat des grands centres urbains bénéficie logiquement de cet attrait des Français pour les villes : la population des petites unités urbaines de moins de 10.000 habitants [ progresse ] plus vite que la moyenne nationale et , à l'intérieur du monde rural , ce sont les communes les plus proches des pôles urbains importants qui absorbent l'essentiel de la croissance .",16,28,diminuent,progresse,10,11,0,BEFORE
